evidence_id	claim_group_id	claim	claim_value	entity	timeframe	source_id	source_url	source_type	access_date	excerpt_or_observation	evidence_grade	supports	counter_evidence	verification_status	confidence	independent_source_count	source_independence	reviewer_status	review_notes
EC-R04-06	backlink-candidate-verification	A 2026-07-17 authenticated GitHub code search for the exact quoted domain returned no rows	github-exact-code-search-empty	getgiffgaff.com GitHub mentions	2026-07-17	SRC-R04-GITHUB-SEARCH	https://github.com/search?q=%22getgiffgaff.com%22&type=code	public_code_search	2026-07-17	gh search code for the exact quoted domain returned an empty JSON array	weak	fact	One bounded code search cannot prove that GitHub or the wider web has no valid mentions or referring pages	single_source	low	1	independent	accepted	Curator replaced the unreproducible historical-noise description with the exact current query result and accepted only that bounded observation.
EC-R04-07	legacy-evidence-gap	The legacy claim of two self-owned referring domains cannot be audited from the preserved R04 artifacts	legacy-two-referrer-claim-unledgered	getgiffgaff.com legacy R04 summary	2026-07-17	SRC-R04-LEGACY-SUMMARY	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/seo-geo-hive-2026-07-17/agent_ledger.tsv	repository_observation	2026-07-17	The row names stackmemoai and legacy Vercel among sources and says two self-owned referring domains, but no exact source URLs or 20-field cards survive	blocked	fact	The summary alone cannot verify either referring page, anchor, follow status, liveness or uniqueness	blocked	blocked	0	unknown	pending	blocked pending original URLs and direct verification; do not reuse the numeric lower bound yet
EC-R04-08	backlink-data-sufficiency	The auditable R04 inputs cover fewer than four of the seven required health-score factors, so no backlink health score is permitted	insufficient-data-under-4-of-7	getgiffgaff.com backlink audit environment	2026-07-17	SRC-R04-SUFFICIENCY-GATE	file:///Users/siuserxiaowei/.codex/skills/seo-backlinks/SKILL.md	methodology	2026-07-17	The methodology requires four of seven factors; the Tier 0 capability check and null Common Crawl lookup do not provide a scoreable four-factor dataset	medium	inference	This is a data-sufficiency conclusion, not a backlink total, poor-health, zero-backlink, toxic-link or clean-profile conclusion	single_source	medium	1	independent	accepted	Curator applied the documented gate to EC-R04-01 and EC-R04-02, retained single-source methodology status and accepted only the no-score conclusion.
EC-R05-01	linkable-asset-patterns	GOV.UK publishes a task-oriented foreign-travel checklist organized by preparation category	public-travel-checklist-format	GOV.UK foreign travel guidance	2026-07-17	SRC-R05-GOV-CHECKLIST	https://www.gov.uk/guidance/foreign-travel-checklist	official_guidance	2026-07-17	Visible sections cover destination research, insurance, documents, health and preparing for the unexpected	strong	fact	The observable checklist form does not prove traffic, ranking, backlinks, user completion or applicability to every traveler	single_source	high	1	independent	accepted	Curator independently reopened the official page and accepted the checklist-format observation only.
EC-R05-02	linkable-asset-patterns	The GOV.UK calculator cited by the legacy R05 summary has no recoverable URL or title in the preserved evidence	gov-calculator-example-unrecovered	Legacy R05 GOV.UK calculator reference	2026-07-17	SRC-R05-GOV-CALCULATOR	tool://legacy-r05/govuk-calculator	legacy_source_reference	2026-07-17	The surviving ledger says GOV.UK checklist and calculator but does not identify which calculator; searches were restricted and no exact match was verified	blocked	fact	A different GOV.UK calculator must not be substituted merely to fill the historical card	blocked	blocked	0	unknown	pending	blocked pending original URL or independently matched title and excerpt; awaiting curator
EC-R05-03	linkable-asset-patterns	Our World in Data combines authored topic context with a reusable collection of tourism charts	authored-data-chart-hub	Our World in Data tourism page	2026-07-17	SRC-R05-OWID-TOURISM	https://ourworldindata.org/tourism	public_data_visualization	2026-07-17	Page names authors, exposes Cite this work and Reuse this work controls, and lists multiple tourism chart links	strong	fact	The form alone does not prove search performance, citation count, backlinks or that getgiffgaff has comparable data	single_source	high	1	independent	accepted	Curator independently reopened the page and accepted its authored chart-hub and reuse-control form only.
EC-R05-04	linkable-asset-patterns	AgentCalc publishes a hub of input-driven travel calculators grouped into travel-planning and transportation categories	clustered-calculator-hub	AgentCalc travel hub	2026-07-17	SRC-R05-AGENTCALC	https://agentcalc.com/travel	public_calculator_hub	2026-07-17	Page groups 37 trip-planning calculators, 18 transport calculators and additional long-tail tools with task descriptions	strong	fact	Observed tool count and structure do not establish quality, accuracy, traffic, rank, conversions or earned links	single_source	high	1	independent	accepted	Curator independently reopened the hub and accepted the visible category and tool-count form only.
EC-R05-05	linkable-asset-patterns	A dated Pack Lightly packing-list snapshot shows trip-context inputs used to generate a tailored checklist	contextual-checklist-generator	Pack Lightly packing-list generator	snapshot 2026-06-10 checked 2026-07-17	SRC-R05-PACKLIGHTLY	https://pack-lightly.com/tools/packing-list/	public_interactive_tool	2026-07-17	The retrieved snapshot shows destination, traveler, date, washing-frequency, luggage-type, travel-type and activity inputs	medium	fact	A dated snapshot does not establish current live interaction, recommendation accuracy, usage, ranking, backlinks or conversion	single_source	medium	1	independent	accepted	Curator narrowed the timeframe to the retrieved snapshot and accepted the visible asset form only, not current liveness or performance.
EC-R05-06	linkable-asset-patterns	CustomTravelChecklist publicly describes a builder supporting item selection, user-added items and printable output	customizable-printable-checklist	CustomTravelChecklist builder	2026-07-17	SRC-R05-CUSTOMCHECKLIST	https://customtravelchecklist.com/	public_interactive_tool	2026-07-17	A fresh Jina public read returned HTTP 200 and described selecting groups and items, adding custom items, generating the list, using it online or printing it	medium	fact	The public description does not prove interactive success, self-claimed breadth or uniqueness, traffic, rank, links or user benefit	single_source	medium	1	independent	accepted	Curator independently obtained a clean current Jina HTTP 200 read and accepted only the narrow public asset-description fact; no tool-performance or backlink inference.
EC-R05-07	linkable-asset-patterns	A current public BetterSIM page presents an input-driven calculator comparing a tracked eSIM option with home-carrier roaming and an airport local-SIM baseline	input-driven-esim-roaming-local-sim-cost-calculator	BetterSIM cost calculator	live page accessed 2026-07-17; page self-labels carrier rates verified May 2026	SRC-R05-BETTERSIM	https://www.bettersim.com/cost-calculator	public_interactive_tool	2026-07-17	Live HTTP 200 page titled “eSIM cost calculator: roaming vs eSIM vs local SIM (2026) | BetterSIM” says it compares the cheapest tracked eSIM plan for a destination against home-carrier daily-pass roaming and a typical airport-counter local SIM; the page bundle exposes destination, trip-length, data and home-carrier controls.	strong	fact	This first-party affiliate page does not independently validate its prices, carrier or local-SIM assumptions, coverage, calculation accuracy, traffic, ranking, links, conversions or user benefit; the current match cannot establish that it was the unidentified legacy R05 citation.	single_source	high	1	independent	accepted	Independent curator reopened the exact current URL, confirmed HTTP 200, canonical, BetterSIM title/publisher identity, direct comparison copy and input controls, and accepted only the current asset-form observation; the old R05 source provenance remains unrecovered and no performance or backlink inference is allowed.
EC-R05-08	linkable-asset-patterns	Numbeo publishes a city-to-city cost-of-living calculator framed around an entered living amount and destination	city-cost-comparison-calculator	Numbeo Cost of Living Calculator	2026-07-17	SRC-R05-NUMBEO	https://www.numbeo.com/cost-of-living/calculator.jsp	public_interactive_tool	2026-07-17	Page says users enter an amount and compare current prices between a present city and a relocation city for an approximate required amount	strong	fact	The observable calculator form does not validate its data, accuracy, traffic, rankings, backlinks or suitability for telecom costs	single_source	high	1	independent	accepted	Curator independently reopened the calculator page and accepted its visible city-comparison form only.
EC-R08-01	video-question-landscape	giffgaff 官方发布面向新用户的 eSIM 安装短视频	official-new-member-esim-video	giffgaff YouTube	2024-04-10 to 2026-07-17	SRC-R08-YT-ESIM	https://www.youtube.com/watch?v=acY6suWosq4	official_video_metadata	2026-07-17	yt-dlp 当前返回公开标题 How to install an eSIM on giffgaff for new members、官方频道、发布日期 2024-04-10、时长 98 秒；仅核验元数据，未读取字幕	strong	fact	视频存在不能证明流程今天仍未变化，也不能证明需求量、观看质量或搜索表现	single_source	high	1	independent	accepted	Curator independently reopened official-channel metadata and accepted video existence, title, date and duration only; current workflow still requires official help.
EC-R08-02	video-question-landscape	giffgaff 官方保留一条关于境外使用手机的旧教程视频	official-abroad-tutorial-legacy	giffgaff YouTube	2016-09-12 to 2026-07-17	SRC-R08-YT-ABROAD	https://www.youtube.com/watch?v=DVRS-4rZlPM	official_video_metadata	2026-07-17	yt-dlp 当前返回公开标题 How to use your phone abroad、官方频道、发布日期 2016-09-12、时长 69 秒及 en-GB 字幕可用；本轮未下载或读取字幕	strong	fact	2016 年视频不能证明当前漫游费率、目的地、套餐或 fair-use 规则，也不能证明该问题普遍	single_source	high	1	independent	accepted	Curator independently reopened official-channel metadata and accepted only that the dated legacy video remains public; no current-policy inference.
EC-R08-03	video-question-landscape	Age UK Teesside 发布题为 giffgaff SIM 下单与激活的 Rekindle 教程；简介自述该项目面向 60 岁以上及数字初学者	ageuk-tutorial-description-claim	AgeUK Teesside YouTube	2020-04-03 to 2026-07-17	SRC-R08-YT-AGEUK	https://www.youtube.com/watch?v=Py4azp_49lk	public_video_metadata	2026-07-17	yt-dlp 返回标题 Order And Activate A GiffGaff SIM、频道 AgeUK Teesside、时长 375 秒；简介自述 Rekindle 帮助 60 岁以上用户和数字初学者；未读取字幕	medium	fact	发布者自述和视频存在不能量化用户困难、证明当前激活界面一致或代表用户群体	single_source	medium	1	independent	accepted	Curator independently reopened metadata, attributed the audience claim to the description and accepted only that public metadata observation.
EC-R08-04	video-question-landscape	该双语视频简介同时出现 giffgaff affiliate 奖励表述与 Ofcom coverage checker 链接	bilingual-affiliate-ofcom-disclosure	MeowMeowWongWong YouTube	2025-09-03 to 2026-07-17	SRC-R08-YT-HK	https://www.youtube.com/watch?v=PKxwOyxpE-o	public_video_metadata	2026-07-17	yt-dlp 返回移英/留学申请实测标题；简介含 giffgaff affiliate 链接、作者奖励说明及 Ofcom coverage checker；频道提供 zh-HK/en-GB 字幕但本轮未读取	medium	fact	作者奖励说明或申请经验不是现行官方事实；affiliate 披露也不证明内容独立或准确	single_source	medium	1	independent	accepted	Curator independently reopened metadata and accepted only the coexistence of author reward wording and the Ofcom link in the description.
EC-R08-05	video-question-landscape	第三方中文视频标题声称“无需KYC实名认证”“每年6元保号”并使用“保号神卡”	author-claim-language	Nico投资有道 YouTube	2026-03-11 to 2026-07-17	SRC-R08-YT-NICO	https://www.youtube.com/watch?v=iSaaXBIR1Fo	public_video_metadata	2026-07-17	yt-dlp 返回标题含 无需KYC实名认证、每年6元保号、保号神卡；简介另含交易所返佣和 Telegram 群；存在简中字幕但本轮未读取	medium	fact	标题与简介只证明作者说法公开出现，不能证明 KYC、保号成本、长期结果或任何返佣服务可靠	single_source	medium	1	independent	accepted	Curator independently reopened metadata, explicitly attributed all absolute claims to the third-party title and accepted appearance only.
EC-R08-06	video-question-landscape	第三方中文视频标题同时列出申请、激活、保号和注意事项	china-lifecycle-title-list	收留每一只蜉蝣 YouTube	2023-09-09 to 2026-07-17	SRC-R08-YT-LIFECYCLE	https://www.youtube.com/watch?v=X3AgUQvPFu4	public_video_metadata	2026-07-17	yt-dlp 返回标题 Giffgaff 最适合国内使用的英国手机卡，如何申请、激活、保号、注意事项一次讲清、时长 1223 秒；简介导向博客与 Telegram；未发现字幕	medium	fact	标题不能证明最适合、流程正确、政策现行或内容无商业目的，亦不能推断需求量	single_source	medium	1	independent	accepted	Curator independently reopened metadata and accepted only the list of topics in the third-party title; no lifecycle-content or accuracy inference.
EC-R08-07	video-risk-landscape	第三方视频标题或简介声称可用代理节点开启 Wi-Fi Calling，并给出免漫游和多年保号数字	author-bypass-and-guarantee-claims	短裤AI分享 YouTube	2026-05-29 to 2026-07-17	SRC-R08-YT-WIFICALLING	https://www.youtube.com/watch?v=Dmu4lwRyro8	public_video_metadata	2026-07-17	yt-dlp 返回标题含 国内激活免漫游费、保号成本降低3倍；简介由作者列代理节点、飞行模式、资费和 20/60 年保号等说法及商业链接；未读取字幕	medium	fact	作者所述费率、免漫游、节点绕过和 20/60 年承诺均未由官方来源核验，且可能带来安全、资费和条款风险	single_source	medium	1	independent	accepted	Curator independently reopened metadata and accepted only that the attributed high-risk claims appear publicly; no procedure or outcome is endorsed.
EC-R08-08	video-risk-landscape	第三方视频标题或简介同时出现 Codex、Telegram、WhatsApp 验证、非 eSIM 手机写卡和每年几块钱等表述	author-otp-esim-whitecard-claims	傅云飞飞 YouTube	2026-06-12 to 2026-07-17	SRC-R08-YT-CODEX	https://www.youtube.com/watch?v=JGGODziqQnc	public_video_metadata	2026-07-17	yt-dlp 返回标题 完美通过 Codex 验证、安卓非 eSIM 手机也能用及 Telegram/WhatsApp 注册；简介由作者声称配实体小白卡和一年几块钱；无字幕	medium	fact	标题和简介不能证明任何平台接受号码、验证码成功率、合法性、安全性、设备兼容或保号成本	single_source	medium	1	independent	accepted	Curator independently reopened metadata, removed marketing-intent attribution and accepted only the coexistence of third-party claims.
EC-R08-09	video-risk-landscape	第三方视频标题或简介声称 0 月租、保号 25 年及适合验证码或平台用途	author-keep-number-25-year-claims	Hans汉斯 YouTube	2025-09-28 to 2026-07-17	SRC-R08-YT-25YEAR	https://www.youtube.com/watch?v=jtZXpgr10L0	public_video_metadata	2026-07-17	yt-dlp 返回标题含 0月租、长期持有保号25年；简介包含 affiliate 申请链接，并由作者称适合境外验证码和多个平台；未发现字幕	medium	fact	25 年、0 月租、平台用途和验证码表现均不是由视频元数据证明的事实；affiliate 关系要求显著披露	single_source	medium	1	independent	accepted	Curator independently reopened metadata and accepted only the attributed absolute-promise language, not its truth or compatibility.
EC-R08-10	video-question-landscape	B站短视频简介声称可赴英前国内激活，并声称二手户主卡存在挂失或账户控制风险	author-prearrival-account-risk-claims	笑料密集 Bilibili	2026-07-09 to 2026-07-17	SRC-R08-BILI-STUDENT	https://www.bilibili.com/video/BV1rnM56eE8X	public_video_metadata	2026-07-17	B站公开 view API 返回标题 26届赴英留学生干货｜giffgaff国内提前激活，避开办卡大坑、时长 11 秒；简介由作者声称二手户主卡有账户控制风险并引导私信资料	medium	fact	11 秒视频和简介不能证明正规渠道、实名开户、所有二手卡风险、验证码表现或英国落地结果	single_source	medium	1	independent	accepted	Curator independently reopened public metadata, attributed activation and risk statements to the author and accepted appearance only.
EC-R08-11	video-risk-landscape	B站视频标题或简介声称提供 giffgaff eSIM 写入小白卡全流程	author-whitecard-workflow-claim	小雨还在努力 Bilibili	2026-07-16 to 2026-07-17	SRC-R08-BILI-WHITECARD	https://www.bilibili.com/video/BV1m9KV6NELT	public_video_metadata	2026-07-17	B站公开 view API 返回标题 GIffgaff esim申请写入小白卡、时长 388 秒；简介由作者写全流程仅供学习使用；本轮未读取字幕	medium	fact	元数据不能证明流程被实际展示、安全、获准、合法、可用或兼容；不得据此传播凭证提取、二维码或写卡步骤	single_source	medium	1	independent	accepted	Curator independently reopened metadata, changed “展示” to an attributed title/description claim and accepted appearance only.
EC-R08-12	video-risk-landscape	B站视频标题或简介讨论无海外 eSIM 手机时的安卓替代思路，并由作者提示第三方工具风险	author-android-alternative-risk-description	超级发有话说 Bilibili	2026-06-30 to 2026-07-17	SRC-R08-BILI-ANDROID	https://www.bilibili.com/video/BV19kKf6gENj	public_video_metadata	2026-07-17	B站公开 view API 返回标题 GG卡转eSIM新思路：没有海外eSIM手机也能操作？；简介由作者讨论安卓获取相关码和卡套写入，并提示封装 App、未知安装包与非官方工具风险	medium	fact	作者风险提示不证明操作安全、适配全部设备或符合运营商条款；未读取字幕，不能引用视频完整内容	single_source	medium	1	independent	accepted	Curator independently reopened metadata, attributed the alternative and risk statements to the author and accepted appearance only.
EC-R09-01	social-question-landscape	公开 X 线程出现用户称免费 EU roaming 已取消，以及 giffgaff 支持账号关于 plan 通话短信和 5GB fair-use 的回复	eu-roaming-user-and-support-statements	X public thread	2026-03-21 to 2026-07-17	SRC-R09-X-EUROAMING	https://x.com/_msec_/status/2035269442506985903	public_social_thread	2026-07-17	twitter-cli 读取原帖称不再免费 EU roaming；同线程 giffgaff 账号称 plan 通话短信可在 selected EU destinations 使用且数据有 5GB fair-use，并链接 roaming-charges	medium	fact	用户说法与单条支持账号回复不能证明当前政策、套餐资格、用户配置或问题频率，发布前仍须核对官方页面	single_source	medium	1	independent	accepted	Curator independently reopened the thread, removed the “误解” judgment and accepted only the attributed public statements.
EC-R09-02	social-question-landscape	公开 X 用户在充值 £30 credit 后询问能否在曼谷正常使用手机，giffgaff 回复指向 Thailand roaming rates	thailand-credit-question-and-reply	X public thread	2024-05-28 to 2026-07-17	SRC-R09-X-THAILAND	https://x.com/DoobyDoo41/status/1795555468233900460	public_social_thread	2026-07-17	twitter-cli 读取用户询问充值 £30 后能否在 Bangkok 正常使用；giffgaff 回复有 airtime credit 可使用 SIM，并要求查看 Thailand roaming rates	medium	fact	泰国个案不能外推中国；回复没有说明全部服务、余额是否充足或当前费率，也不能证明普遍困惑	single_source	medium	1	independent	accepted	Curator independently reopened the thread and accepted only its question-and-reply structure; no user-mental-model or policy inference.
EC-R09-03	social-question-landscape	公开 X 线程出现无法访问手机和邮箱的 MFA 问题，giffgaff 支持账号回复指向 MFA 联系页面	mfa-question-and-support-route	X public thread	2026-07-16 to 2026-07-17	SRC-R09-X-MFA	https://x.com/EvaPhipps94293/status/2077777262380716437	public_social_thread	2026-07-17	twitter-cli 读取用户称丢失手机且无法访问邮箱；giffgaff 回复指向 support2 MFA 页面并建议选择 I don’t have access to email nor my phone	medium	fact	公开回复不能承诺 agent 一定恢复号码或账户；不得扩散用户账户细节，流程仍须以官方支持页为准	single_source	medium	1	independent	accepted	Curator independently reopened the thread and accepted only that the question and attributed support-route reply appear publicly.
EC-R09-04	social-question-landscape	公开 X 用户自述网络中断并要求提前通知，giffgaff 支持账号回复指向 service checker	outage-user-report-and-checker-reply	X public thread	2026-07-10 to 2026-07-17	SRC-R09-X-OUTAGE	https://x.com/EPatroits31000/status/2075538163154538588	public_social_thread	2026-07-17	twitter-cli 读取用户称当日上午网络中断并希望提前短信通知；giffgaff 回复要求关注 coverage-and-service 的 network checker	medium	fact	用户自述与单条回复不能证明维护原因、影响范围、持续时间或运营商通知义务；状态必须实时查询	single_source	medium	1	independent	accepted	Curator independently reopened the thread and accepted only the attributed user report and support-account checker reply.
EC-R09-05	social-question-landscape	公开 X 用户询问有 active plan 为何拨 UK 以外号码仍需 credit；giffgaff 支持账号称目标号码可能不包含在 plan	plan-credit-question-and-qualified-reply	X public thread	2026-07-12 to 2026-07-17	SRC-R09-X-INTLCALL	https://x.com/GuyBandito/status/2076264964310929713	public_social_thread	2026-07-17	twitter-cli 读取用户问题；giffgaff 回复使用可能性措辞并链接 inclusive/non-inclusive 与 pricing 页面	medium	fact	回复未看到号码、账单或目的地，不能诊断用户个案，也不能替代当前定价条款或证明问题普遍	single_source	medium	1	independent	accepted	Curator independently reopened the thread, removed the “概念困惑” judgment and accepted only the attributed question and qualified reply.
EC-R09-06	social-question-landscape	2017 年公开 X 用户自述在国外时 SIM 因 inactivity 停用并询问能否找回号码	legacy-inactive-user-report	X public thread	2017-10-13 to 2026-07-17	SRC-R09-X-INACTIVE	https://x.com/iD0ts/status/918827153302618112	public_social_thread	2026-07-17	twitter-cli 读取用户自述在国外时 SIM 因 inactivity 被停用并询问能否取回号码；回复来自非官方用户并链接旧社区页面	weak	fact	非常旧的个人帖与非官方回复不能证明当前 inactivity 规则、恢复窗口、PAC 路径或号码回收结果	single_source	low	1	independent	accepted	Curator independently reopened the legacy thread, downgraded it to weak/low and accepted only the dated user self-report.
EC-R09-07	social-risk-landscape	中文 X 长帖作者声称并质疑实体卡售价、referral 和漫游成本，同时描述非官方写卡流程	author-claim-and-risk-signal	X public post	2026-06-06 to 2026-07-17	SRC-R09-X-SELLERCOST	https://x.com/realNyarime/status/2063313243112976719	public_social_post	2026-07-17	twitter-cli 读取作者关于免费申请历史、卖卡价格、充值奖励、国内每 MB 费用、180 天动作及 HookEuicc/容器/小白卡等表述	medium	fact	帖内金额、referral、停用规则和技术步骤均未由官方来源逐项核验；不得把绕过流程、安全性或合法性写成建议	single_source	medium	1	independent	accepted	Curator independently reopened the post, attributed all amounts and procedures to the author and accepted public appearance only.
EC-R09-08	social-risk-landscape	公开 X 帖声称其 179 天快捷指令可自动发短信、静默扣费并重置保号周期	author-automated-shortcut-claim	X public post	2026-07-12 to 2026-07-17	SRC-R09-X-SHORTCUT	https://x.com/LxRexme/status/2076170942037065728	public_social_post	2026-07-17	twitter-cli 读取作者关于后台自动发英国短信、计算 179 天后、创建提醒、静默扣费和重置周期的表述；后续帖链接 iCloud shortcut 与商业站点	medium	fact	余额变动概括、费用、静默发送与重置能力均未核验；自动短信可能误扣费、发错号码或违背权限预期	single_source	medium	1	independent	accepted	Curator independently reopened the post and accepted only the attributed shortcut claim; no script capability or retention outcome is verified.
EC-R09-09	social-risk-landscape	公开 X 帖描述修改 APK、获取其所称 eSIM 激活信息并写入第三方卡的步骤	author-esim-bypass-description	X public post	2026-06-04 to 2026-07-17	SRC-R09-X-ESIMBYPASS	https://x.com/grgerwcwetwet/status/2062492074293989718	public_social_post	2026-07-17	twitter-cli 读取帖子描述让 App 误判设备支持 eSIM、复制其所称激活信息、生成二维码并写入小白卡/XeSIM/ESTK 的操作链	medium	fact	无法验证修改包安全性、授权、合法性、兼容性或可用性；不得转载安装包、激活信息、二维码和绕过步骤	single_source	medium	1	independent	accepted	Curator independently reopened the post, attributed the activation-information description to the author and accepted risk-content appearance only.
EC-R09-10	social-risk-landscape	公开 X 销售帖声称 Telegram 验证失败源于 IP，并自报 500+、99% 及 30 秒结果；同线程有用户称照做仍失败	author-otp-claims-with-counterexample	X public post	2026-07-15 to 2026-07-17	SRC-R09-X-OTP	https://x.com/EvanWritesX/status/2077320203814486203	public_social_post	2026-07-17	twitter-cli 读取主帖的 500+、99%、30 秒和换节点销售表述，并读取一条用户称照做仍收不到的回复	medium	fact	没有样本、方法或平台证据支持 500+/99%/30 秒；失败可能来自多层原因，不得鼓励换 IP 绕过平台风控或承诺验证码	single_source	medium	1	independent	accepted	Curator independently reopened the thread and accepted only the attributed marketing claims plus visible counterexample, not causality or rates.
EC-R09-11	social-risk-landscape	公开 X 帖推广一个第三方网页，并声称单次使用 120KB、消耗 2–3 便士以触发保号动作	author-third-party-tool-claims	X public post	2026-07-10 to 2026-07-17	SRC-R09-X-DATATOOL	https://x.com/Dracoshowumore/status/2075548357188329624	public_social_post	2026-07-17	twitter-cli 读取作者的 120KB、2–3 便士和保号用途表述，并看到 gg.zote.eu.org 链接	medium	fact	流量、费用、有效动作和第三方网页安全性均未验证；不得要求用户把移动数据交给未知站点或宣称必定保号	single_source	medium	1	independent	accepted	Curator independently reopened the post and accepted only the attributed third-party-tool claims and link appearance; no efficacy or safety conclusion.
EC-R09-12	social-risk-landscape	中文 X 销售帖把英国号码描述为 OTP、跨境业务和长期绑定工具，并在末尾导向销售渠道	author-uk-number-sales-narrative	X public post	2026-06-04 to 2026-07-17	SRC-R09-X-SALESNARRATIVE	https://x.com/JasyLee4/status/2062410266089082884	public_social_post	2026-07-17	twitter-cli 读取作者关于 giffgaff 适合注册海外服务、跨境业务、长期保号和中国收短信的表述，并看到末尾销售导向	medium	fact	帖内配送、平台信任、虚拟号比较、稳定性、注册兼容和用途主张不能作为事实，且部分用途可能触及平台条款或风控	single_source	medium	1	independent	accepted	Curator independently reopened the post and accepted only the attributed sales narrative and sales-channel direction; no compatibility or trust inference.
